3 acadm
3 cg12262
3 agap_agap005662
3 acdh-10
3 acdh-8
3 acdh-7
5 acadvl
5 loc455237
5 cg7461
5 agap_agap008769
5 acdh-12
6 acat1
6 cg10932
6 agap_agap011329
6 kat-1
6 t02g5.4
6 ncu09732
6 acat2
6 os09g0252100
6 mgg_01755
7 acvr1
7 acvr1l
7 sax
7 agap_agap007729
9 sgca
9 im:7165146
12 adsl
12 cg3590
12 agap_agap002378
12 ade8
12 ade13
12 klla0b13189g
12 ncu06187
12 agos_abl006c
12 mgg_03645
13 aga
13 cg1827
13 cg10474
13 agap_agap012301
13 glycosylasparaginase
13 ncu09718
13 at5g61540
13 os04g0549300
13 mgg_03346
14 agt
16 alad
16 pbgs
16 agap_agap010935
16 hem2
16 klla0f09273g
16 ncu01013
16 agos_agr015c
16 mgg_10655
17 alas2
17 loc100363476
17 alas
17 agap_agap003184
17 hem1
17 klla0c15059g
17 ncu06189
17 agos_abl104c
17 mgg_06446
20 ampd1
26 apoh
27 fas
28 ar
29 arg1
29 loc100148378
29 spac3h1.07
29 car1
29 klla0f00704g
29 ncu02333
29 agos_agr225c
29 mgg_10854
32 asl
32 asl2
32 asl1
32 cg9510
32 agap_agap008141
32 spbc1539.03c
32 arg7
32 arg4
32 klla0a08404g
32 ncu08162
32 agos_ael019w
32 mgg_09712
33 aspa
35 atp7a
35 cua-1
35 ccc2
35 klla0f07447g
35 ncu08341
35 hma5
35 os02g0196600
35 mgg_03724
39 bckdhb
39 cg17691
39 agap_agap007531
39 tag-173
39 ncu03913
39 bcdh
39 din4
39 os07g0170100
39 pfe0225w
39 mgg_06511
41 brca2
44 serping1
44 si:dkeyp-110g5.2
45 c2
45 loc563828
47 c6
48 c8b
52 capn3
52 loc100856545
55 cd3g
56 cd40lg
58 cdkn1c
59 chrna1
60 chrne
61 lyst
61 loc718051
62 ercc8
62 spbc577.09
63 clcn1
63 clcn1a
63 loc567478
65 clcnkb
65 clcnka
65 clcnk
69 col1a2
73 col7a1
73 loc427584
74 comp
74 im:7154332
74 tsp
74 agap_agap002157
75 cp
76 cpox
76 coprox
76 agap_agap004749
76 hem13
76 klla0f18546g
76 ncu01546
76 lin2
76 os04g0610800
76 agos_agr030c
76 mgg_01061
77 cpt2
77 cg2107
77 agap_agap008907
77 cpt-2
77 yat1
77 klla0c04169g
77 ncu01611
77 agos_aer224w
77 mgg_06981
78 cst3
78 loc607874
79 cstb
79 zgc:56530
79 zgc:153129
79 loc573769
80 cyba
80 loc468068
80 loc696748
83 ddb2
83 loc100362121
83 os01g0141700
84 dld
84 dldh
84 cg7430
84 agap_agap011629
84 llc1.3
84 dld1
84 lpd1
84 klla0d11154g
84 ncu02407
84 mtlpd2
84 mtlpd1
84 os01g0328700
84 agos_afr512w
84 mgg_13528
85 dpyd
85 su(r)
85 agap_agap001021
85 dpyd-1
85 pyd1
85 os02g0736400
88 edn3
88 edn3b
89 ednrb
89 ednrb1a
91 emd
91 loc492249
92 eng
93 epb42
93 epb4.2
93 loc709427
94 ephx1
94 jheh1
94 w01a11.1
94 ncu08783
94 mgg_12710
95 epor
95 loc100534667
96 ercc3
96 hay
96 agap_agap012169
96 y66d12a.15
96 ptr8
96 ssl2
96 klla0e13025g
96 ncu06438
96 xpb2
96 xpb1
96 os01g0691600
96 agos_afr280w
96 mgg_06470
100 etfa
100 wal
100 agap_agap004031
100 f27d4.1
100 spac27d7.06
100 aim45
100 klla0e14037g
100 ncu08004
100 etfalpha
100 os03g0835400
100 agos_agl054w
100 mgg_01719
104 f5
106 f9
106 f9b
106 f9a
106 cg4914
106 agap_agap004571
107 fabp2
108 fanca
109 fancc
110 fah
110 faa
110 agap_agap005865
110 fumarylacetoacetase
110 ncu05537
110 at1g12050
110 os02g0196800
110 mgg_00317
112 ms4a2
113 fech
113 ferrochelatase
113 agap_agap003719
113 hem15
113 klla0f20141g
113 ncu08291
113 agos_agr272w
113 mgg_01513
115 fh
115 fh1
115 l(1)g0255
115 agap_agap001884
115 fum-1
115 fum1
115 klla0d00902g
115 ncu10008
115 fum2
115 agos_acr013c
115 mgg_02785
117 fshr
119 fuca2
119 fuca
119 agap_agap007285
119 w03g11.3
120 fut1
124 galc
124 galcb
125 galk1
125 agap_agap002914
125 galak
125 os04g0608100
126 galt
126 zgc:158795
126 cg9232
126 agap_agap004451
126 zk1058.3
126 spbpb2b2.10c
126 gal7
126 klla0f08437g
126 ncu04460
126 mgg_05098
129 gbe1
129 loc559212
129 cg33138
129 agap_agap010428
129 t04a8.7
129 glc3
129 klla0a11176g
129 ncu05429
129 sbe2.1
129 sbe2.2
129 os02g0528200
129 agos_ael044w
129 mgg_03186
130 gcdh
130 loc771098
130 gcdhl
130 cg9547
130 agap_agap008501
130 f54d5.7
130 ncu02291
130 mgg_06561
131 gcgr
131 gipr
131 loc565237
131 loc562973
132 gch1
132 gch2
132 pu
132 agap_agap006441
132 cat-4
132 spac17a5.13
132 fol2
132 klla0a09735g
132 ncu07774
132 at3g07270
132 os04g0662700
132 agos_agr335c
132 mgg_09458
134 ghr
134 ghra
136 gja1
136 cx43
137 gjb1
137 loc100150195
139 gli3
141 gldc
141 cg3999
141 r12c12.1
141 gcv2
141 klla0d12738g
141 ncu02475
141 gldp1
141 gldp2
141 os01g0711400
141 mgg_12518
142 glra3
142 glc-2
143 gp1ba
143 loc100857333
143 loc721584
144 gp9
145 gpi
145 loc100612813
145 gpi1
145 gpia
145 gpib
145 pgi
145 agap_agap012167
145 gpi-1
145 pgi1
145 klla0e23519g
145 ncu07281
145 agos_ael249c
145 mgg_12822
147 gsn
147 gsna
147 vln4
147 os04g0604000
147 os08g0240800
147 os06g0659300
147 mgg_10059
148 gss
148 prnp
148 gs
148 cg32495
148 agap_agap000534
148 m176.2
148 gsa1
148 gsh2
148 klla0f07557g
148 ncu06191
148 os11g0642800
148 agos_acr284c
148 mgg_06454
149 msh6
149 loc100360342
149 agap_agap003190
149 msh-6
149 klla0c17732g
149 ncu08135
149 agos_agr116w
149 mgg_00704
152 hadha
152 loc100856745
152 hadhab
152 hadhaa
152 cg4389
152 agap_agap007784
152 t08b2.7
152 ech-1
152 aim1
152 os02g0274100
153 hadhb
153 thiolase
153 agap_agap011827
153 b0303.3
156 hgd
156 hgo
156 agap_agap009609
156 hgo-1
156 ncu05499
156 os06g0103300
156 mgg_00431
158 hmbs
158 hmbsa
158 hmbsb
158 l(3)02640
158 agap_agap011080
158 hem3
158 klla0c15147g
158 ncu10292
158 hemc
158 os02g0168800
158 pbgd
158 agos_abl107c
158 mgg_04860
159 hmgcl
159 loc100855521
159 cg10399
159 agap_agap008717
159 y71g12b.10
159 ncu05419
159 at2g26800
159 os01g0269000
159 mgg_09181
160 tbx5
160 tbx5a
163 hps1
167 sgsh
167 cg14291
167 agap_agap004205
168 icam1
169 ids
169 cg12014
169 agap_agap005778
170 idua
170 loc461056
170 loc100361089
170 cg6201
170 agap_agap010549
171 cfi
171 gb:ai721528
172 il2rg
172 il2rgb
172 il2rga
173 ins
173 ins2
175 pdx1
179 itgb4
180 jag1
180 jag1b
181 jak3
181 loc720040
183 kcna1
183 loc571208
183 loc795942
185 kcne1
187 kit
188 krt12
191 lamb3
193 lep
194 sgcg
194 loc100538014
194 loc721411
195 sgcb
197 lig1
197 si:dkeyp-35b8.5
197 cg5602
197 agap_agap009222
197 lig-1
197 cdc17
197 cdc9
197 klla0d12496g
197 ncu06481
197 at1g49250
197 os10g0489200
197 agos_acl155w
197 mgg_06370
199 lipc
200 lpl
201 kcnh2
201 loc100858122
201 kcnh2l
201 loc714174
203 maoa
203 loc743285
206 met
207 ciita
208 mlh1
208 agap_agap012192
208 klla0d09955g
208 ncu08309
208 os01g0958900
208 agos_afl199c
208 mgg_07121
210 msh2
210 spel1
210 agap_agap010282
210 klla0f02706g
210 ncu02230
210 agos_afr603c
210 mgg_00879
212 mttp
212 mtp
212 agap_agap010234
215 mybpc3
219 myo7a
219 myo7aa
219 ck
219 viiib
219 atm2
220 myoc
221 naga
221 zgc:123333
221 cg7997
221 agap_agap005846
221 at3g56310
221 os07g0679300
222 naglu
222 cg13397
222 agap_agap011750
222 cyl1
223 ptch1
223 ptc
223 agap_agap011395
223 ptc-1
223 ptc-3
223 ptc-2
225 ndp
225 loc100003793
226 nf1
226 nf1b
226 agap_agap003140
226 ncu01642
226 mgg_11425
227 pnp
227 loc790312
227 pnp2
227 loc769958
227 cg16758
227 agap_agap005945
227 agap_agap005944
227 phosphorylase
227 spac1805.16c
227 pnp1
227 klla0c16621g
227 agos_acr198w
227 loc710245
228 npc1
228 cdig2
228 npc1a
228 agap_agap008137
228 ncr1
228 klla0f27137g
228 ncu04090
228 at4g38350
228 at1g42470
228 agos_agl008w
228 mgg_00819
229 nphp1
229 nph-1
230 gpr143
230 agap_agap008237
231 oat
231 agap_agap004793
231 c16a3.10
231 spbc21c3.08c
231 car2
231 klla0b05247g
231 ncu00194
231 delta-oat
231 os03g0643300
231 pff0435w
231 agos_aer123w
231 mgg_06392
